8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	
8	9	9	9	9	9	9	9	8	10	9	9	9	9	9	15	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	105	8	9	9	9	9	9	9	9	8	10	9	9	9	9	9	15	8	9	10	9	9	9	9	9	8	10	9	9	9	9	9	11	
28	17	18	18	18	17	18	18	28	20	17	18	17	18	19	26	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	28	17	18	18	18	17	18	18	28	20	17	18	17	18	19	26	16	19	20	17	18	17	18	18	16	20	17	18	17	18	19	24	
16	20	30	31	19	20	30	31	16	26	20	19	20	19	26	26	109	110	110	110	110	110	110	110	110	110	110	110	110	110	110	111	16	20	30	31	19	20	30	31	16	26	20	19	20	19	26	26	29	26	26	20	19	20	31	31	82	52	20	19	20	19	26	26	
29	26	20	19	26	26	20	30	42	26	26	26	26	26	26	26	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	29	26	20	19	26	26	20	30	42	26	26	26	26	26	26	26	42	26	26	26	26	26	78	79	112	79	26	26	26	26	26	26	
29	26	26	26	26	26	26	113	114	115	26	26	26	26	26	26	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	29	26	26	26	26	26	26	20	28	26	26	26	26	26	26	26	28	26	26	26	26	26	47	47	80	47	26	26	26	116	117	118	
42	74	65	65	64	74	65	119	28	74	65	65	74	65	64	74	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	42	74	65	65	64	74	65	119	28	74	65	65	74	65	64	74	28	73	70	70	66	65	66	119	29	66	66	65	70	120	121	122	
28	26	21	21	26	26	21	20	28	26	21	24	26	21	26	27	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	28	26	21	21	26	26	21	20	28	26	21	24	26	21	26	27	28	123	124	125	21	126	94	20	29	126	94	24	123	124	125	21	
16	26	26	26	26	26	26	26	16	26	26	26	26	26	41	31	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	16	26	26	26	26	26	26	26	16	26	26	26	26	26	41	31	16	47	47	47	26	61	62	26	42	61	62	26	47	47	47	26	
42	26	26	26	26	26	26	41	29	26	26	26	26	26	20	30	109	110	110	110	110	110	110	110	110	110	110	110	110	110	110	111	42	26	26	26	26	26	26	41	29	26	26	26	26	26	20	30	42	26	26	26	26	47	47	26	16	47	47	26	26	26	26	26	
28	26	26	26	26	26	26	20	42	26	26	26	26	26	26	20	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	28	26	26	26	26	26	26	20	42	26	26	26	26	26	26	20	8	26	26	26	26	26	26	26	42	26	26	26	26	26	26	26	
16	73	65	74	65	64	74	74	28	65	65	74	74	64	74	119	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	16	73	65	74	65	64	74	74	28	65	65	127	128	129	74	119	90	130	131	131	131	131	131	131	132	131	131	131	131	131	133	73	
42	19	21	26	24	26	26	26	28	24	21	26	26	26	26	20	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	42	19	21	26	24	26	26	26	28	24	21	26	26	26	26	20	93	134	135	135	135	135	135	135	135	135	135	135	135	135	136	7	
8	26	26	26	26	26	26	26	8	26	26	26	26	26	26	26	106	107	107	107	107	107	107	107	107	107	107	107	107	107	107	108	8	26	26	26	26	26	26	26	8	26	26	26	26	26	26	26	98	99	99	99	100	99	99	99	99	98	99	99	99	99	99	100	
90	52	52	52	52	52	52	52	8	52	52	52	52	52	52	52	101	68	68	68	68	68	68	68	103	68	68	68	68	68	68	69	8	52	52	52	52	52	52	52	8	52	52	52	52	52	52	52	101	68	68	68	69	68	68	68	103	102	68	68	68	68	68	69	
93	1	1	1	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	
98	99	99	100	9	9	9	9	8	10	9	9	9	14	15	11	8	9	9	9	9	9	9	9	8	10	9	9	9	9	9	15	8	9	9	9	9	9	9	9	8	10	9	9	9	9	9	15	8	9	9	9	9	9	9	9	8	9	9	10	9	9	9	11	
106	107	107	108	18	18	18	18	71	48	17	18	17	25	26	24	16	17	18	18	18	17	18	18	16	20	17	18	17	18	19	26	28	17	18	18	18	17	18	18	28	20	17	18	17	18	19	26	16	17	18	18	18	17	18	18	16	18	19	20	17	18	19	24	
109	110	110	111	61	75	75	75	137	62	20	19	20	19	138	139	29	20	30	31	19	48	31	19	29	26	20	19	20	19	26	26	16	20	30	31	19	20	30	31	16	26	20	19	20	19	26	26	29	20	30	31	19	20	30	31	29	19	26	26	20	19	26	26	
98	99	99	100	47	47	47	47	140	47	26	26	26	26	141	142	42	26	20	19	26	78	79	26	42	26	52	52	26	26	26	26	29	26	20	19	26	26	20	143	144	145	26	26	26	26	26	26	29	26	48	49	26	26	20	49	82	26	26	26	52	146	147	26	
106	107	107	108	26	26	26	27	28	26	26	26	26	26	93	7	28	148	148	148	148	149	149	148	16	65	93	7	66	65	65	65	29	26	26	26	26	26	26	20	28	26	26	26	26	26	26	26	42	66	93	7	66	65	65	93	7	66	65	66	93	150	151	65	
106	107	107	108	66	74	152	153	28	66	70	73	70	73	98	100	90	126	94	24	21	21	24	21	29	24	98	154	94	126	126	94	42	74	65	65	64	74	65	119	28	74	65	65	74	65	64	74	71	94	98	100	126	94	126	98	100	94	126	94	98	100	94	126	
155	156	156	157	24	52	94	24	16	24	61	75	75	62	158	157	93	1	7	66	66	66	66	64	42	66	158	156	57	58	58	77	28	26	21	21	26	26	21	20	28	26	21	24	26	21	26	27	76	58	158	157	57	58	77	158	159	57	58	77	158	157	58	77	
140	47	47	47	26	61	62	26	29	26	47	47	47	47	47	47	98	99	100	21	24	160	24	27	16	160	47	47	47	47	47	47	16	26	26	26	26	26	26	26	16	26	26	26	26	26	41	31	80	47	47	81	81	47	47	47	80	161	47	161	47	47	47	47	
16	26	162	26	26	47	47	41	42	26	26	26	26	26	26	27	106	107	108	64	27	25	27	163	29	25	66	66	74	64	65	64	42	26	26	26	26	26	26	41	29	26	26	26	26	26	20	30	42	26	26	83	84	26	26	41	42	25	27	25	164	26	26	26	
42	26	165	26	26	26	26	20	28	26	26	26	26	26	27	31	106	107	108	27	31	31	163	166	42	19	21	24	26	167	21	27	28	26	26	26	26	26	26	168	144	145	26	26	26	26	26	20	8	26	26	87	88	26	26	20	8	31	31	31	25	169	26	26	
71	73	170	65	66	66	74	65	16	66	66	74	66	152	153	31	106	107	108	31	31	163	166	166	90	73	70	73	73	171	172	163	16	73	65	74	65	64	74	74	28	65	65	74	74	64	74	119	90	73	70	91	92	70	73	70	90	31	31	31	31	173	70	73	
93	7	126	94	24	21	26	24	42	24	21	26	24	94	126	93	109	110	111	93	1	1	1	174	175	1	1	1	1	174	175	7	42	19	21	26	24	26	26	26	28	24	21	26	26	26	26	20	93	1	97	1	1	97	1	1	1	1	1	1	1	1	1	7	
98	99	176	56	26	26	26	26	8	26	26	26	26	54	177	100	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	8	26	26	26	26	26	26	26	8	26	26	26	26	26	26	26	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	
101	68	68	69	52	52	52	52	8	52	52	52	52	102	68	69	102	68	68	68	68	68	68	68	68	68	68	68	68	68	68	69	8	52	52	52	52	52	52	52	8	52	52	52	52	52	52	52	102	68	68	68	68	68	68	68	68	68	68	68	68	68	68	69	
8	104	104	178	179	180	180	104	8	104	104	104	104	104	104	104	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	104	104	104	104	104	104	104	8	104	104	104	104	104	104	104	6	1	1	1	1	1	181	182	182	182	183	1	1	1	184	185	
8	18	18	25	186	187	27	18	8	17	18	18	18	18	18	19	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	8	9	10	9	9	9	9	9	188	10	9	9	9	9	9	11	188	9	9	9	9	9	181	182	182	182	183	9	9	9	189	190	
16	30	31	31	25	191	31	31	28	20	30	31	30	31	19	26	192	193	193	193	193	194	68	68	68	68	195	193	193	193	193	196	28	19	20	197	18	17	18	18	29	20	17	18	17	18	19	24	42	17	18	18	18	17	181	182	182	182	183	18	17	18	198	199	
42	20	30	31	19	20	30	31	16	26	20	19	20	19	26	26	106	107	107	107	107	108	200	201	202	203	204	107	107	107	107	108	28	63	26	205	19	20	31	31	82	52	48	19	20	19	26	26	28	20	30	31	19	20	181	182	182	182	183	19	20	19	189	206	
28	26	20	19	26	26	20	30	42	26	26	26	26	26	26	26	106	107	107	107	107	108	207	208	209	210	211	107	107	107	107	108	71	212	213	52	26	26	54	55	55	55	56	26	26	26	26	26	16	26	20	19	26	26	181	182	182	182	183	26	26	26	198	214	
28	26	26	26	26	26	26	20	28	26	26	26	26	26	26	26	106	107	107	107	107	108	61	75	75	62	106	107	107	107	107	108	93	1	1	7	26	26	158	156	215	156	157	26	26	26	26	26	42	74	73	70	74	64	181	182	182	182	183	64	64	74	189	190	
16	64	65	65	65	66	65	119	28	74	74	66	65	66	66	74	106	107	107	107	107	108	47	47	47	47	106	107	107	107	107	108	98	99	99	100	26	26	47	47	140	47	47	26	26	52	52	52	16	66	93	7	66	65	181	182	182	182	183	65	65	66	198	199	
29	26	21	24	21	21	24	20	28	26	26	21	24	21	21	27	155	68	68	68	68	69	164	26	216	26	158	156	156	156	156	157	155	156	156	157	66	65	65	217	16	66	74	74	66	57	58	77	29	24	181	183	21	24	98	99	99	99	100	24	21	21	189	206	
42	26	26	26	26	26	26	26	16	26	26	26	26	26	41	31	80	18	18	18	18	18	25	26	218	219	47	47	47	47	47	47	80	47	47	47	21	21	21	20	42	21	26	26	21	47	47	47	29	26	181	183	26	26	158	156	215	68	69	164	26	27	198	199	
28	26	26	26	26	26	26	41	42	26	26	26	26	26	20	30	42	31	31	31	31	31	19	139	27	25	164	26	26	26	26	26	42	26	26	26	26	26	26	26	28	26	26	26	26	26	26	27	42	26	181	183	26	26	220	47	140	221	18	25	27	163	222	223	
8	26	26	26	26	26	26	20	8	26	26	26	26	224	26	20	8	31	31	31	31	225	26	226	31	31	25	164	26	26	26	27	8	26	26	26	26	26	26	26	8	26	63	26	26	26	27	31	8	26	181	183	26	227	228	26	8	229	31	31	163	166	230	231	
90	70	70	73	70	73	70	70	90	73	70	70	70	232	70	70	90	31	31	31	31	25	27	233	31	31	31	25	73	70	27	31	90	73	73	70	70	73	70	73	90	73	234	70	70	27	31	31	90	73	181	183	73	70	235	73	90	236	31	163	166	166	237	238	
93	1	1	1	1	1	1	1	1	1	1	174	175	1	1	7	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	93	1	1	1	1	1	1	1	1	1	1	174	175	1	1	7	93	1	181	183	1	1	97	97	97	97	97	1	1	1	1	7	
98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	100	98	99	99	99	99	99	99	100	99	99	99	99	99	99	99	100	
